- vncls_none
tweeze.01 vncls_41
twiddle.01 vncls_40
twine.01 vncls_9
twinge.01 vncls_40
twinkle.01 vncls_43
twirl.01 vncls_9
twist.01 vncls_9
twitch.01 vncls_40
twitter.01 vncls_38
type.01 vncls_25
ulcerate.01 vncls_45
ululate.01 vncls_38
umpire.01 vncls_29
unbolt.01 vncls_23
unbuckle.01 vncls_23
unburden.01 vncls_10
unbutton.01 vncls_23
unchain.01 vncls_23
unclamp.01 vncls_23
unclasp.01 vncls_23
unclip.01 vncls_23
unclothe.01 vncls_41
uncoil.01 vncls_23
undercharge.01 vncls_54
underestimate.01 vncls_29
underlay.01 vncls_9
underlie.01 vncls_47
understand.01 vncls_77
understudy.01 vncls_29
undertake.01 vncls_55
undo.01 vncls_44
undress.01 vncls_41
undulate.01 vncls_47
unfasten.01 vncls_23
unfix.01 vncls_23
unfold.01 vncls_45
unfurl.01 vncls_45
unglue.01 vncls_23
unhinge.02 vncls_23
unhitch.01 vncls_23
unhook.01 vncls_23
unify.01 vncls_22
unionize.01 vncls_45
unite.01 vncls_22
unlace.01 vncls_23
unlatch.01 vncls_23
unleash.01 vncls_23
unload.01 vncls_10
unlock.01 vncls_23
unnerve.01 vncls_31
unpeg.01 vncls_23
unpin.01 vncls_23
unroll.01 vncls_45
unscrew.01 vncls_23
unseal.01 vncls_23
unseat.01 vncls_10
unsettle.01 vncls_31
unshackle.01 vncls_23
unstaple.01 vncls_23
unstitch.01 vncls_23
untie.01 vncls_23
unwind.01 vncls_45
unzip.01 vncls_23
upbraid.01 vncls_33
upgrade.02 vncls_29
uproot.01 vncls_10
UPS.01 vncls_11
upset.01 vncls_31
urbanize.01 vncls_45
urge.01 vncls_58
urinate.01 vncls_40
use.01 vncls_66
usher.02 vncls_29
utilize.01 vncls_105
utter.01 vncls_37
vacate.01 vncls_51
vacation.01 vncls_56
vacuum.01 vncls_10
valet.01 vncls_29
value.01 vncls_31
vanish.01 vncls_48
vaporize.01 vncls_45
varnish.01 vncls_9
vary.01 vncls_45
vaticinate.01 vncls_29
vault.01 vncls_51
veer.01 vncls_47
vegetate.01 vncls_47
veil.01 vncls_9
vein.01 vncls_9
veneer.01 vncls_9
venerate.01 vncls_31
ventilate.01 vncls_45
venture.01 vncls_94
verify.01 vncls_78
vex.01 vncls_31
vibrate.01 vncls_47
victimize.01 vncls_33
videotape.01 vncls_25
vie.01 vncls_36
view.01 vncls_30
vilify.01 vncls_33
visit.01 vncls_36
visualize.01 vncls_29
vitrify.01 vncls_45
vocalize.01 vncls_37
vociferate.01 vncls_37
voice.01 vncls_37
void.01 vncls_106
volatilize.01 vncls_45
volunteer.01 vncls_29
vomit.01 vncls_40
vote.01 vncls_29
voyage.01 vncls_51
vroom.01 vncls_43
vulcanize.01 vncls_45
vulgarize.01 vncls_45
wad.01 vncls_26
waddle.01 vncls_51
wade.01 vncls_51
waft.01 vncls_47
wag.01 vncls_40
wager.01 vncls_54
waggle.01 vncls_49
wail.01 vncls_37
wait.01 vncls_47
wake.01 vncls_45
waken.01 vncls_45
walk.01 vncls_51
wallop.01 vncls_18
wallow.01 vncls_31
wallpaper.01 vncls_9
waltz.01 vncls_51
wander.01 vncls_51
wane.01 vncls_45
wangle.01 vncls_10
want.01 vncls_29
war.01 vncls_36
warble.01 vncls_38
warehouse.01 vncls_9
warm.01 vncls_45
warn.01 vncls_37
warp.01 vncls_45
wash.01 vncls_41
waste.01 vncls_66
watch.01 vncls_30
water.01 vncls_9
wave.01 vncls_40
waver.01 vncls_47
wax.01 vncls_9
weaken.01 vncls_45
wean.01 vncls_10
wear.01 vncls_41
weary.01 vncls_31
weasel.01 vncls_10
weave.01 vncls_26
wed.01 vncls_22
wedge.01 vncls_9
weed.01 vncls_10
weekend.01 vncls_56
weep.01 vncls_40
weigh.01 vncls_54
weight.01 vncls_13
welcome.01 vncls_65
weld.01 vncls_26
westernize.01 vncls_45
wet.01 vncls_45
whack.01 vncls_18
whale.01 vncls_13
whang.01 vncls_18
wharf.01 vncls_9
wheedle.01 vncls_59
wheel.01 vncls_11
wheeze.01 vncls_37
whelk.01 vncls_13
whelp.01 vncls_28
whiff.01 vncls_35
whimper.01 vncls_38
whine.01 vncls_38
whinny.01 vncls_38
whip.01 vncls_26
whir.01 vncls_43
whirl.01 vncls_51
whish.01 vncls_43
whisk.01 vncls_10
whisper.01 vncls_37
whistle.01 vncls_26
whiten.01 vncls_45
whitewash.01 vncls_9
whittle.01 vncls_26
whiz.01 vncls_51
whoop.01 vncls_37
whoosh.01 vncls_43
whore.01 vncls_29
whump.01 vncls_43
widen.01 vncls_45
widow.01 vncls_29
wield.01 vncls_15
wiggle.01 vncls_47
will.01 vncls_13
wilt.01 vncls_45
win.01 vncls_13
wince.01 vncls_40
wind.01 vncls_9
wing.01 vncls_51
wink.01 vncls_40
winkle.01 vncls_10
winnow.01 vncls_10
winter.01 vncls_56
wipe.01 vncls_9
wire.01 vncls_11
wireless.01 vncls_37
wish.01 vncls_32
withdraw.01 vncls_10
wither.01 vncls_45
witness.01 vncls_29
wobble.01 vncls_49
wolf.01 vncls_39
wonder.01 vncls_31
woo.01 vncls_96
woof.01 vncls_38
work.01 vncls_73
worm.01 vncls_51
worry.01 vncls_31
worsen.01 vncls_45
worship.01 vncls_31
wound.01 vncls_31
wow.01 vncls_31
wrangle.01 vncls_36
wrap.01 vncls_9
wreathe.01 vncls_9
wreck.01 vncls_44
wrench.01 vncls_10
wrest.01 vncls_10
wrestle.01 vncls_36
wriggle.01 vncls_49
wring.01 vncls_40
wrinkle.01 vncls_45
write.01 vncls_25
writhe.01 vncls_47
yacht.01 vncls_51
yak.01 vncls_37
yammer.01 vncls_37
yank.01 vncls_11
yap.01 vncls_38
yaw.01 vncls_47
yawn.01 vncls_40
yearn.01 vncls_32
yell.01 vncls_37
yellow.01 vncls_45
yelp.01 vncls_37
yield.02 vncls_95
yip.01 vncls_38
yodel.01 vncls_37
yoke.01 vncls_9
yowl.01 vncls_38
zag.01 vncls_47
zest.01 vncls_10
zig.01 vncls_47
zigzag.01 vncls_51
zing.01 vncls_43
zipcode.01 vncls_9
zoom.01 vncls_51
